"giver","receiver","yearmonth","direct.cont","indirect.cont","hr.diff.m"
"D1139","D1171","Dec 2023",0,0,2901.03867150887
"D1148","D1049","Dec 2023",0,0,2417.58389300735
"D1148","D1077","Dec 2023",0,0,1785.53927206402
"D1148","D1128","Dec 2023",0,0,3037.42221243814
"D1148","D1139","Dec 2023",1,213,436.851951604623
"D1148","D1149","Dec 2023",0,0,3045.19160975342
"D1148","D1150","Dec 2023",0,0,4184.03726795089
"D1148","D1156","Dec 2023",0,0,2972.86205006766
"D1148","D1158","Dec 2023",0,0,3077.52956178533
"D1148","D1164","Dec 2023",0,0,2505.61489027648
"D1148","D1165","Dec 2023",0,0,2497.5972033961
"D1148","D1166","Dec 2023",0,0,2445.61650160313
"D1148","D1168","Dec 2023",0,0,1871.8329082382
"D1148","D1170","Dec 2023",0,0,2924.96989620775
"D1148","D1171","Dec 2023",0,0,2625.26534351149
"D1149","D1049","Dec 2023",0,0,767.384604211691
"D1149","D1077","Dec 2023",0,0,1721.40561451543
"D1149","D1128","Dec 2023",317,6486,22.0744595760454
"D1149","D1139","Dec 2023",0,0,3304.45697699239
"D1149","D1148","Dec 2023",0,0,3045.19160975342
"D1149","D1150","Dec 2023",0,0,1544.54426370563
"D1149","D1156","Dec 2023",11,1858,221.386255632685
"D1149","D1158","Dec 2023",0,0,1007.60313522305
"D1149","D1164","Dec 2023",0,0,1075.62249108808
"D1149","D1165","Dec 2023",0,0,1629.67624833323
"D1149","D1166","Dec 2023",0,0,1821.65726069737
"D1149","D1168","Dec 2023",0,0,1192.23760876261
"D1149","D1170","Dec 2023",59,2932,144.879108513671
"D1149","D1171","Dec 2023",4,534,435.960793740807
"D1150","D1049","Dec 2023",0,0,2278.15710229096
"D1150","D1077","Dec 2023",0,0,2469.33662027175
"D1150","D1128","Dec 2023",0,8,1533.37023781956
"D1150","D1139","Dec 2023",0,0,4527.27078632261
"D1150","D1148","Dec 2023",0,0,4184.03726795089
"D1150","D1149","Dec 2023",0,15,1544.54426370563
"D1150","D1156","Dec 2023",0,41,1444.77069657716
"D1150","D1158","Dec 2023",0,0,2464.75317170807
"D1150","D1164","Dec 2023",0,0,2620.08884317117
"D1150","D1165","Dec 2023",0,0,3172.78565402164
"D1150","D1166","Dec 2023",0,0,3365.76062115493
"D1150","D1168","Dec 2023",0,0,2544.54987890913
"D1150","D1170","Dec 2023",1,34,1564.54356965021
"D1150","D1171","Dec 2023",0,8,1767.2574749962
"D1156","D1049","Dec 2023",0,22,833.684898747136
"D1156","D1077","Dec 2023",0,0,1554.56584567492
"D1156","D1128","Dec 2023",11,2410,199.312025803715
"D1156","D1139","Dec 2023",0,0,3255.34382225814
"D1156","D1148","Dec 2023",0,0,2972.86205006766
"D1156","D1149","Dec 2023",11,2617,221.386255632685
"D1156","D1150","Dec 2023",0,0,1444.77069657716
"D1156","D1158","Dec 2023",0,0,1206.47959908908
"D1156","D1164","Dec 2023",0,0,1200.56281702291
"D1156","D1165","Dec 2023",0,0,1762.94492816147
"D1156","D1166","Dec 2023",0,0,1949.19663769839
"D1156","D1168","Dec 2023",0,0,1162.35466078918
"D1156","D1170","Dec 2023",23,2611,134.057831794538
"D1156","D1171","Dec 2023",0,1190,356.362750819597
"D1158","D1049","Dec 2023",0,31,802.436289796018
"D1158","D1077","Dec 2023",0,0,2305.73072992428
"D1158","D1128","Dec 2023",0,0,1027.06463810149
"D1158","D1139","Dec 2023",0,0,3212.92830980625
"D1158","D1148","Dec 2023",0,0,3077.52956178533
"D1158","D1149","Dec 2023",0,0,1007.60313522305
"D1158","D1150","Dec 2023",0,0,2464.75317170807
"D1158","D1156","Dec 2023",0,0,1206.47959908908
"D1158","D1164","Dec 2023",0,49,572.346060336655
"D1158","D1165","Dec 2023",0,9,868.129068311366
"D1158","D1166","Dec 2023",0,0,1058.51346297747
"D1158","D1168","Dec 2023",0,0,1337.62047562961
"D1158","D1170","Dec 2023",0,5,1077.9353186594
"D1158","D1171","Dec 2023",0,1,1144.21130438691
"D1164","D1049","Dec 2023",0,557,440.395903799272
"D1164","D1077","Dec 2023",0,0,1881.84725677472
"D1164","D1128","Dec 2023",0,3,1086.78371493982
"D1164","D1139","Dec 2023",0,0,2643.8638152489
"D1164","D1148","Dec 2023",0,0,2505.61489027648
"D1164","D1149","Dec 2023",0,1,1075.62249108808
"D1164","D1150","Dec 2023",0,0,2620.08884317117
"D1164","D1156","Dec 2023",0,4,1200.56281702291
"D1164","D1158","Dec 2023",0,90,572.346060336655
"D1164","D1165","Dec 2023",0,279,563.073646730992
"D1164","D1166","Dec 2023",0,0,749.073538624762
"D1164","D1168","Dec 2023",0,3,832.539985991604
"D1164","D1170","Dec 2023",0,5,1069.76993408254
"D1164","D1171","Dec 2023",0,9,975.882539769417
"D1165","D1049","Dec 2023",0,1,982.253573663072
"D1165","D1077","Dec 2023",0,0,2272.54072602969
"D1165","D1128","Dec 2023",0,0,1642.18905569265
"D1165","D1139","Dec 2023",0,0,2541.86986045135
"D1165","D1148","Dec 2023",0,0,2497.5972033961
"D1165","D1149","Dec 2023",0,0,1629.67624833323
"D1165","D1150","Dec 2023",0,0,3172.78565402164
"D1165","D1156","Dec 2023",0,0,1762.94492816147
"D1165","D1158","Dec 2023",0,5,868.129068311366
"D1165","D1164","Dec 2023",0,173,563.073646730992
"D1165","D1166","Dec 2023",10,4439,197.815301435135
"D1165","D1168","Dec 2023",0,0,1195.2911086238
"D1165","D1170","Dec 2023",0,0,1631.47898948141
"D1165","D1171","Dec 2023",0,0,1532.09203259807
"D1166","D1049","Dec 2023",0,1,1152.38467022616
"D1166","D1077","Dec 2023",0,0,2366.57393197233
"D1166","D1128","Dec 2023",0,0,1833.65289680281
"D1166","D1139","Dec 2023",0,0,2457.33841640281
"D1166","D1148","Dec 2023",0,0,2445.61650160313
"D1166","D1149","Dec 2023",0,0,1821.65726069737
"D1166","D1150","Dec 2023",0,0,3365.76062115493
"D1166","D1156","Dec 2023",0,0,1949.19663769839
"D1166","D1158","Dec 2023",0,0,1058.51346297747
"D1166","D1164","Dec 2023",0,0,749.073538624762
"D1166","D1165","Dec 2023",10,3921,197.815301435135
"D1166","D1168","Dec 2023",0,0,1300.95069924857
"D1166","D1170","Dec 2023",0,0,1818.77433053563
"D1166","D1171","Dec 2023",0,0,1705.93403027591
"D1168","D1049","Dec 2023",0,94,568.215192338372
"D1168","D1077","Dec 2023",0,3,1079.0205389679
"D1168","D1128","Dec 2023",0,0,1187.53402613755
"D1168","D1139","Dec 2023",0,0,2112.97080818155
"D1168","D1148","Dec 2023",0,0,1871.8329082382
"D1168","D1149","Dec 2023",0,0,1192.23760876261
"D1168","D1150","Dec 2023",0,0,2544.54987890913
"D1168","D1156","Dec 2023",0,23,1162.35466078918
"D1168","D1158","Dec 2023",0,1,1337.62047562961
"D1168","D1164","Dec 2023",0,48,832.539985991604
"D1168","D1165","Dec 2023",0,0,1195.2911086238
"D1168","D1166","Dec 2023",0,0,1300.95069924857
"D1168","D1170","Dec 2023",0,1,1087.30194977684
"D1168","D1171","Dec 2023",0,261,806.576270442409
"D1170","D1049","Dec 2023",0,12,715.535091833685
"D1170","D1077","Dec 2023",0,0,1576.71725642938
"D1170","D1128","Dec 2023",70,3362,127.693108651399
"D1170","D1139","Dec 2023",0,0,3194.00538930858
"D1170","D1148","Dec 2023",0,0,2924.96989620775
"D1170","D1149","Dec 2023",59,3746,144.879108513671
"D1170","D1150","Dec 2023",1,0,1564.54356965021
"D1170","D1156","Dec 2023",23,2615,134.057831794538
"D1170","D1158","Dec 2023",0,0,1077.9353186594
"D1170","D1164","Dec 2023",0,0,1069.76993408254
"D1170","D1165","Dec 2023",0,0,1631.47898948141
"D1170","D1166","Dec 2023",0,0,1818.77433053563
"D1170","D1168","Dec 2023",0,0,1087.30194977684
"D1170","D1171","Dec 2023",9,1288,302.329041721439
"D1171","D1049","Dec 2023",0,291,554.320851526877
"D1171","D1077","Dec 2023",0,0,1307.573837547
"D1171","D1128","Dec 2023",1,1298,423.605470393208
"D1171","D1139","Dec 2023",0,0,2901.03867150887
"D1171","D1148","Dec 2023",0,0,2625.26534351149
"D1171","D1149","Dec 2023",4,1434,435.960793740807
"D1171","D1150","Dec 2023",0,0,1767.2574749962
"D1171","D1156","Dec 2023",0,2121,356.362750819597
"D1171","D1158","Dec 2023",0,1,1144.21130438691
"D1171","D1164","Dec 2023",0,2,975.882539769417
"D1171","D1165","Dec 2023",0,0,1532.09203259807
"D1171","D1166","Dec 2023",0,0,1705.93403027591
"D1171","D1168","Dec 2023",0,42,806.576270442409
"D1171","D1170","Dec 2023",9,1991,302.329041721439
"D1004","D1015","Feb 2020",0,0,1103.7096414511
"D1004","D1021","Feb 2020",0,0,1170.48784549331
"D1004","D1027","Feb 2020",0,0,3005.88007870759
"D1004","D1036","Feb 2020",0,0,1858.45274975638
"D1004","D1040","Feb 2020",0,0,1146.8437572298
"D1004","D1041","Feb 2020",0,0,2463.99594928409
"D1004","D1042","Feb 2020",0,0,1177.51386540888
"D1015","D1004","Feb 2020",0,0,1103.7096414511
"D1015","D1021","Feb 2020",0,0,1044.18024295765
"D1015","D1027","Feb 2020",0,0,1902.17529707283
"D1015","D1036","Feb 2020",0,0,1536.68508689469
"D1015","D1040","Feb 2020",108,11568,43.4165946389683
"D1015","D1041","Feb 2020",0,0,1940.73542951998
"D1015","D1042","Feb 2020",4,2292,362.912323737684
"D1021","D1004","Feb 2020",0,0,1170.48784549331
"D1021","D1015","Feb 2020",0,0,1044.18024295765
"D1021","D1027","Feb 2020",0,0,2517.82838598128
"D1021","D1036","Feb 2020",0,15,688.603836893186
"D1021","D1040","Feb 2020",0,1,1057.94586463879
"D1021","D1041","Feb 2020",0,0,1301.75654192368
"D1021","D1042","Feb 2020",0,0,1388.39609688055
"D1027","D1004","Feb 2020",0,0,3005.88007870759
"D1027","D1015","Feb 2020",0,0,1902.17529707283
"D1027","D1021","Feb 2020",0,0,2517.82838598128
"D1027","D1036","Feb 2020",0,0,2493.62196872485
"D1027","D1040","Feb 2020",0,0,1859.07863475291
"D1027","D1041","Feb 2020",0,0,2353.42527981158
"D1027","D1042","Feb 2020",0,0,1918.76337008979
"D1036","D1004","Feb 2020",0,0,1858.45274975638
"D1036","D1015","Feb 2020",0,0,1536.68508689469
"D1036","D1021","Feb 2020",0,7,688.603836893186
"D1036","D1027","Feb 2020",0,0,2493.62196872485
"D1036","D1040","Feb 2020",0,0,1533.85740029918
"D1036","D1041","Feb 2020",0,0,646.812527825319
"D1036","D1042","Feb 2020",0,0,1899.58629365328
"D1040","D1004","Feb 2020",0,0,1146.8437572298
"D1040","D1015","Feb 2020",108,9508,43.4165946389683
"D1040","D1021","Feb 2020",0,0,1057.94586463879
"D1040","D1027","Feb 2020",0,0,1859.07863475291
"D1040","D1036","Feb 2020",0,0,1533.85740029918
"D1040","D1041","Feb 2020",0,0,1925.34642448581
"D1040","D1042","Feb 2020",3,1910,368.527573544016
"D1041","D1004","Feb 2020",0,0,2463.99594928409
"D1041","D1015","Feb 2020",0,0,1940.73542951998
"D1041","D1021","Feb 2020",0,0,1301.75654192368
"D1041","D1027","Feb 2020",0,0,2353.42527981158
"D1041","D1036","Feb 2020",0,0,646.812527825319
"D1041","D1040","Feb 2020",0,0,1925.34642448581
"D1041","D1042","Feb 2020",0,0,2289.74823098406
"D1042","D1004","Feb 2020",0,0,1177.51386540888
"D1042","D1015","Feb 2020",4,2763,362.912323737684
"D1042","D1021","Feb 2020",0,0,1388.39609688055
"D1042","D1027","Feb 2020",0,0,1918.76337008979
"D1042","D1036","Feb 2020",0,0,1899.58629365328
"D1042","D1040","Feb 2020",3,1962,368.527573544016
"D1042","D1041","Feb 2020",0,0,2289.74823098406
"D1021","D1041","Feb 2021",0,0,1454.40708339529
"D1021","D1042","Feb 2021",0,0,1269.58050431087
"D1021","D1074","Feb 2021",31,3918,181.321003016412
"D1021","D1076","Feb 2021",1,1156,424.044446173032
"D1021","D1077","Feb 2021",0,0,1220.41027259726
"D1021","D1080","Feb 2021",0,0,1248.46546612305
"D1021","D1084","Feb 2021",1,127,444.690077840727
"D1021","D1086","Feb 2021",0,1,1034.38199344848
"D1021","D1088","Feb 2021",0,1,805.130681146081
"D1041","D1021","Feb 2021",0,0,1454.40708339529
"D1041","D1042","Feb 2021",0,0,2336.95304689132
"D1041","D1074","Feb 2021",0,0,1338.38022005212
"D1041","D1076","Feb 2021",0,0,1100.56223263072
"D1041","D1077","Feb 2021",0,0,2264.29654855283
"D1041","D1080","Feb 2021",0,0,2307.96954116529
"D1041","D1084","Feb 2021",0,0,1767.16046076854
"D1041","D1086","Feb 2021",0,0,2487.94395807372
"D1041","D1088","Feb 2021",0,0,2224.30112959509
"D1042","D1021","Feb 2021",0,0,1269.58050431087
"D1042","D1041","Feb 2021",0,0,2336.95304689132
"D1042","D1074","Feb 2021",0,0,1445.784031992
"D1042","D1076","Feb 2021",0,0,1334.98941421506
"D1042","D1077","Feb 2021",79,8535,75.1251259379463
"D1042","D1080","Feb 2021",148,9170,29.4792794523686
"D1042","D1084","Feb 2021",0,5,836.817589442442
"D1042","D1086","Feb 2021",0,2,1152.19634468974
"D1042","D1088","Feb 2021",0,22,844.452875409148
"D1074","D1021","Feb 2021",31,2768,181.321003016412
"D1074","D1041","Feb 2021",0,1,1338.38022005212
"D1074","D1042","Feb 2021",0,0,1445.784031992
"D1074","D1076","Feb 2021",3,1935,418.678744263696
"D1074","D1077","Feb 2021",0,0,1394.65879973078
"D1074","D1080","Feb 2021",0,0,1424.00549542575
"D1074","D1084","Feb 2021",0,201,625.723688253447
"D1074","D1086","Feb 2021",0,2,1170.85714664708
"D1074","D1088","Feb 2021",0,41,971.073281413475
"D1076","D1021","Feb 2021",1,574,424.044446173032
"D1076","D1041","Feb 2021",0,0,1100.56223263072
"D1076","D1042","Feb 2021",0,0,1334.98941421506
"D1076","D1074","Feb 2021",3,867,418.678744263696
"D1076","D1077","Feb 2021",0,0,1270.00974562709
"D1076","D1080","Feb 2021",0,0,1308.3910267115
"D1076","D1084","Feb 2021",0,364,666.827579505907
"D1076","D1086","Feb 2021",0,0,1413.29686708783
"D1076","D1088","Feb 2021",0,0,1126.89746894816
"D1077","D1021","Feb 2021",0,0,1220.41027259726
"D1077","D1041","Feb 2021",0,0,2264.29654855283
"D1077","D1042","Feb 2021",79,8235,75.1251259379463
"D1077","D1074","Feb 2021",0,0,1394.65879973078
"D1077","D1076","Feb 2021",0,0,1270.00974562709
"D1077","D1080","Feb 2021",276,9316,45.766027381386
"D1077","D1084","Feb 2021",0,4,794.443406942126
"D1077","D1086","Feb 2021",0,0,1165.16580993699
"D1077","D1088","Feb 2021",0,19,843.052376087625
"D1080","D1021","Feb 2021",0,0,1248.46546612305
"D1080","D1041","Feb 2021",0,0,2307.96954116529
"D1080","D1042","Feb 2021",148,12276,29.4792794523686
"D1080","D1074","Feb 2021",0,0,1424.00549542575
"D1080","D1076","Feb 2021",0,0,1308.3910267115
"D1080","D1077","Feb 2021",276,11131,45.766027381386
"D1080","D1084","Feb 2021",0,3,817.969821398722
"D1080","D1086","Feb 2021",0,1,1154.66310060507
"D1080","D1088","Feb 2021",0,17,841.033881049866
"D1084","D1021","Feb 2021",1,602,444.690077840727
"D1084","D1041","Feb 2021",0,0,1767.16046076854
"D1084","D1042","Feb 2021",0,9,836.817589442442
"D1084","D1074","Feb 2021",0,712,625.723688253447
"D1084","D1076","Feb 2021",0,119,666.827579505907
"D1084","D1077","Feb 2021",0,47,794.443406942126
"D1084","D1080","Feb 2021",0,26,817.969821398722
"D1084","D1086","Feb 2021",0,369,809.100825282659
"D1084","D1088","Feb 2021",4,1415,475.730566030113
"D1086","D1021","Feb 2021",0,0,1034.38199344848
"D1086","D1041","Feb 2021",0,0,2487.94395807372
"D1086","D1042","Feb 2021",0,0,1152.19634468974
"D1086","D1074","Feb 2021",0,0,1170.85714664708
"D1086","D1076","Feb 2021",0,0,1413.29686708783
"D1086","D1077","Feb 2021",0,0,1165.16580993699
"D1086","D1080","Feb 2021",0,0,1154.66310060507
"D1086","D1084","Feb 2021",0,2219,809.100825282659
"D1086","D1088","Feb 2021",2,2565,367.839922600122
"D1088","D1021","Feb 2021",0,1,805.130681146081
"D1088","D1041","Feb 2021",0,0,2224.30112959509
"D1088","D1042","Feb 2021",0,3,844.452875409148
"D1088","D1074","Feb 2021",0,2,971.073281413475
"D1088","D1076","Feb 2021",0,0,1126.89746894816
"D1088","D1077","Feb 2021",0,9,843.052376087625
"D1088","D1080","Feb 2021",0,0,841.033881049866
"D1088","D1084","Feb 2021",4,2273,475.730566030113
"D1088","D1086","Feb 2021",2,1887,367.839922600122
"D1085","D1090","Feb 2022",0,0,3122.50220424528
"D1085","D1091","Feb 2022",0,1062,375.373816804438
"D1085","D1092","Feb 2022",0,0,2869.15456852413
"D1085","D1118","Feb 2022",0,117,616.574904319905
"D1085","D1119","Feb 2022",0,55,1313.25073058106
"D1085","D1120","Feb 2022",0,0,2110.8367252205
"D1085","D1121","Feb 2022",0,76,1379.10268228492
"D1085","D1123","Feb 2022",0,3,3082.30898165835
"D1090","D1085","Feb 2022",0,0,3122.50220424528
"D1090","D1091","Feb 2022",0,0,2954.78880102763
"D1090","D1092","Feb 2022",0,289,891.838880080922
"D1090","D1118","Feb 2022",0,0,2573.70918536469
"D1090","D1119","Feb 2022",0,0,2071.08190570577
"D1090","D1120","Feb 2022",0,0,1599.57395827681
"D1090","D1121","Feb 2022",0,0,2510.17888337503
"D1090","D1123","Feb 2022",0,47,1032.11990706155
"D1091","D1085","Feb 2022",0,635,375.373816804438
"D1091","D1090","Feb 2022",0,0,2954.78880102763
"D1091","D1092","Feb 2022",0,0,2611.74186540992
"D1091","D1118","Feb 2022",0,1091,382.381760488685
"D1091","D1119","Feb 2022",0,13,1012.43660911396
"D1091","D1120","Feb 2022",0,0,1805.17785182711
"D1091","D1121","Feb 2022",0,0,1009.71092045574
"D1091","D1123","Feb 2022",0,0,2810.77192241798
"D1092","D1085","Feb 2022",0,49,2869.15456852413
"D1092","D1090","Feb 2022",0,72,891.838880080922
"D1092","D1091","Feb 2022",0,0,2611.74186540992
"D1092","D1118","Feb 2022",0,0,2260.18961609051
"D1092","D1119","Feb 2022",0,0,1611.38656233754
"D1092","D1120","Feb 2022",0,164,904.611522597799
"D1092","D1121","Feb 2022",0,0,1914.27959924399
"D1092","D1123","Feb 2022",8,1296,255.413772474291
"D1118","D1085","Feb 2022",0,241,616.574904319905
"D1118","D1090","Feb 2022",0,0,2573.70918536469
"D1118","D1091","Feb 2022",0,1185,382.381760488685
"D1118","D1092","Feb 2022",0,0,2260.18961609051
"D1118","D1119","Feb 2022",0,190,700.105740278753
"D1118","D1120","Feb 2022",0,0,1495.89776043017
"D1118","D1121","Feb 2022",0,0,877.022572970457
"D1118","D1123","Feb 2022",0,0,2468.99989019622
"D1119","D1085","Feb 2022",0,51,1313.25073058106
"D1119","D1090","Feb 2022",0,0,2071.08190570577
"D1119","D1091","Feb 2022",0,0,1012.43660911396
"D1119","D1092","Feb 2022",0,0,1611.38656233754
"D1119","D1118","Feb 2022",0,301,700.105740278753
"D1119","D1120","Feb 2022",0,62,798.009987841022
"D1119","D1121","Feb 2022",1,261,535.297278737865
"D1119","D1123","Feb 2022",0,0,1801.38331528204
"D1120","D1085","Feb 2022",0,8,2110.8367252205
"D1120","D1090","Feb 2022",0,0,1599.57395827681
"D1120","D1091","Feb 2022",0,0,1805.17785182711
"D1120","D1092","Feb 2022",0,202,904.611522597799
"D1120","D1118","Feb 2022",0,0,1495.89776043017
"D1120","D1119","Feb 2022",0,386,798.009987841022
"D1120","D1121","Feb 2022",0,17,1012.36699972126
"D1120","D1123","Feb 2022",0,0,1047.20193342072
"D1121","D1085","Feb 2022",0,255,1379.10268228492
"D1121","D1090","Feb 2022",0,0,2510.17888337503
"D1121","D1091","Feb 2022",0,1,1009.71092045574
"D1121","D1092","Feb 2022",0,0,1914.27959924399
"D1121","D1118","Feb 2022",0,10,877.022572970457
"D1121","D1119","Feb 2022",1,665,535.297278737865
"D1121","D1120","Feb 2022",0,1,1012.36699972126
"D1121","D1123","Feb 2022",0,1,2056.35036112386
"D1123","D1085","Feb 2022",0,58,3082.30898165835
"D1123","D1090","Feb 2022",0,4,1032.11990706155
"D1123","D1091","Feb 2022",0,0,2810.77192241798
"D1123","D1092","Feb 2022",8,1635,255.413772474291
"D1123","D1118","Feb 2022",0,0,2468.99989019622
"D1123","D1119","Feb 2022",0,0,1801.38331528204
"D1123","D1120","Feb 2022",0,5,1047.20193342072
"D1123","D1121","Feb 2022",0,0,2056.35036112386
"D1092","D1094","Feb 2023",0,0,1906.78557906667
"D1092","D1119","Feb 2023",0,0,1604.14672335098
"D1092","D1120","Feb 2023",0,5,928.69527673648
"D1092","D1123","Feb 2023",7,1221,189.047905758432
"D1092","D1124","Feb 2023",0,0,1639.8200008024
"D1092","D1126","Feb 2023",2,818,259.922354214237
"D1094","D1092","Feb 2023",0,0,1906.78557906667
"D1094","D1119","Feb 2023",0,642,541.892865814786
"D1094","D1120","Feb 2023",0,19,989.914146481004
"D1094","D1123","Feb 2023",0,0,2023.03175629058
"D1094","D1124","Feb 2023",0,13,760.664692973986
"D1094","D1126","Feb 2023",0,2,1666.43821166394
"D1119","D1092","Feb 2023",0,0,1604.14672335098
"D1119","D1094","Feb 2023",0,347,541.892865814786
"D1119","D1120","Feb 2023",0,25,812.704845467014
"D1119","D1123","Feb 2023",0,0,1754.15595785839
"D1119","D1124","Feb 2023",7,2823,242.223783074147
"D1119","D1126","Feb 2023",0,4,1345.96488937959
"D1120","D1092","Feb 2023",0,62,928.69527673648
"D1120","D1094","Feb 2023",0,128,989.914146481004
"D1120","D1119","Feb 2023",0,38,812.704845467014
"D1120","D1123","Feb 2023",0,3,1034.08787504441
"D1120","D1124","Feb 2023",0,20,953.265663453057
"D1120","D1126","Feb 2023",0,163,708.143858731143
"D1123","D1092","Feb 2023",7,1362,189.047905758432
"D1123","D1094","Feb 2023",0,0,2023.03175629058
"D1123","D1119","Feb 2023",0,0,1754.15595785839
"D1123","D1120","Feb 2023",0,8,1034.08787504441
"D1123","D1124","Feb 2023",0,0,1804.45725430719
"D1123","D1126","Feb 2023",4,784,430.492891226974
"D1124","D1092","Feb 2023",0,0,1639.8200008024
"D1124","D1094","Feb 2023",0,48,760.664692973986
"D1124","D1119","Feb 2023",7,2086,242.223783074147
"D1124","D1120","Feb 2023",0,10,953.265663453057
"D1124","D1123","Feb 2023",0,0,1804.45725430719
"D1124","D1126","Feb 2023",0,1,1380.16784624602
"D1126","D1092","Feb 2023",2,936,259.922354214237
"D1126","D1094","Feb 2023",0,0,1666.43821166394
"D1126","D1119","Feb 2023",0,0,1345.96488937959
"D1126","D1120","Feb 2023",0,143,708.143858731143
"D1126","D1123","Feb 2023",4,593,430.492891226974
"D1126","D1124","Feb 2023",0,1,1380.16784624602
"D1049","D1119","Feb 2024",2,1036,304.586392371468
"D1049","D1128","Feb 2024",3,183,740.362817328639
"D1049","D1135","Feb 2024",0,0,2803.78382873766
"D1049","D1148","Feb 2024",0,0,2404.92997564395
"D1049","D1149","Feb 2024",2,426,730.750642481014
"D1049","D1164","Feb 2024",0,98,576.863203081362
"D1049","D1165","Feb 2024",0,0,1093.95047081197
"D1049","D1170","Feb 2024",0,86,706.2379538906
"D1049","D1171","Feb 2024",0,1362,589.909621876365
"D1049","D1227","Feb 2024",2,1040,503.943149889018
"D1049","D1420","Feb 2024",0,142,733.444290382426
"D1049","D3115","Feb 2024",0,1,1724.56883274602
"D1049","D3117","Feb 2024",0,1269,514.389840530088
"D1049","D3125","Feb 2024",0,7,839.339098123981
"D1049","D3127","Feb 2024",0,88,1080.36774528346
"D1049","D3131","Feb 2024",0,9,1319.68687375603
"D1049","D3143","Feb 2024",0,43,782.380205000018
"D1049","D3145","Feb 2024",4,1471,523.466001327671
"D1049","D3161","Feb 2024",0,0,1417.77090188558
"D1049","D3165","Feb 2024",0,0,1085.37119588993
"D1049","D3183","Feb 2024",0,1285,511.408714709926
"D1049","D3215","Feb 2024",0,0,1088.72566933625
"D1049","D3221","Feb 2024",0,0,1393.45614489213
"D1049","D3231","Feb 2024",0,29,786.870811354452
"D1119","D1049","Feb 2024",2,1541,304.586392371468
"D1119","D1128","Feb 2024",1,156,837.546360608349
"D1119","D1135","Feb 2024",0,0,2945.1435820533
"D1119","D1148","Feb 2024",0,0,2588.40881128045
"D1119","D1149","Feb 2024",1,144,826.079207577646
"D1119","D1164","Feb 2024",0,1034,339.504850594524
"D1119","D1165","Feb 2024",0,1,890.542985968614
"D1119","D1170","Feb 2024",1,51,846.23602318296
"D1119","D1171","Feb 2024",0,228,795.377065844275
"D1119","D1227","Feb 2024",0,1357,465.447915180623
"D1119","D1420","Feb 2024",0,70,872.013870683217
"D1119","D3115","Feb 2024",0,0,1705.8606575231
"D1119","D3117","Feb 2024",0,2078,476.27771268905
"D1119","D3125","Feb 2024",0,2416,540.794837346745
"D1119","D3127","Feb 2024",0,58,1367.00643406206
"D1119","D3131","Feb 2024",0,0,1270.51818199649
"D1119","D3143","Feb 2024",0,73,660.821542993903
"D1119","D3145","Feb 2024",2,2135,485.216342096727
"D1119","D3161","Feb 2024",0,0,1703.60740811892
"D1119","D3165","Feb 2024",0,3,878.643442475723
"D1119","D3183","Feb 2024",2,2202,473.012105566591
"D1119","D3215","Feb 2024",0,0,882.122845169125
"D1119","D3221","Feb 2024",0,0,1694.6958261588
"D1119","D3231","Feb 2024",0,58,667.418102491801
"D1128","D1119","Feb 2024",1,95,837.546360608349
"D1128","D1049","Feb 2024",3,258,740.362817328639
"D1128","D1135","Feb 2024",0,0,3450.37059961675
"D1128","D1148","Feb 2024",0,0,2996.94875517582
"D1128","D1149","Feb 2024",671,8778,11.8414086468362
"D1128","D1164","Feb 2024",0,0,1174.54739850651
"D1128","D1165","Feb 2024",0,0,1725.62519375508
"D1128","D1170","Feb 2024",137,4866,119.843091694899
"D1128","D1171","Feb 2024",5,1195,318.752352837001
"D1128","D1227","Feb 2024",2,2477,418.090017125529
"D1128","D1420","Feb 2024",94,5386,117.836236233277
"D1128","D3115","Feb 2024",0,0,2464.87147290637
"D1128","D3117","Feb 2024",23,2866,411.314189850309
"D1128","D3125","Feb 2024",0,2,1105.30348530923
"D1128","D3127","Feb 2024",0,100,956.074465434402
"D1128","D3131","Feb 2024",0,0,2055.22665970941
"D1128","D3143","Feb 2024",0,0,1482.15492460942
"D1128","D3145","Feb 2024",28,2741,406.375892863514
"D1128","D3161","Feb 2024",0,0,1756.27720555909
"D1128","D3165","Feb 2024",0,0,1713.01072801902
"D1128","D3183","Feb 2024",17,3501,413.516869339479
"D1128","D3215","Feb 2024",0,0,1716.49286151041
"D1128","D3221","Feb 2024",0,0,1596.79283056304
"D1128","D3231","Feb 2024",0,0,1487.9537988442
"D1135","D1119","Feb 2024",0,0,2945.1435820533
"D1135","D1049","Feb 2024",0,0,2803.78382873766
"D1135","D1128","Feb 2024",0,0,3450.37059961675
"D1135","D1148","Feb 2024",0,318,578.92261506092
"D1135","D1149","Feb 2024",0,0,3444.72969742926
"D1135","D1164","Feb 2024",0,0,2832.08975724136
"D1135","D1165","Feb 2024",0,0,2696.82647787931
"D1135","D1170","Feb 2024",0,0,3363.64877256936
"D1135","D1171","Feb 2024",0,0,3162.47870388876
"D1135","D1227","Feb 2024",0,0,3307.72563304547
"D1135","D1420","Feb 2024",0,0,3386.00330070137
"D1135","D3115","Feb 2024",0,0,1665.2438913501
"D1135","D3117","Feb 2024",0,0,3318.16726566425
"D1135","D3125","Feb 2024",0,0,3347.02861080368
"D1135","D3127","Feb 2024",0,0,2958.830545848
